episode,timestep,raw_reward
1,55,-1003.4683796184788
2,96,-1003.3552417425662
3,164,-1003.4043935028028
4,215,-1003.439228973664
5,239,-1002.5844917938618
6,257,-1001.9644842768686
7,392,-1003.3330647908681
8,511,-1003.5828326689965
9,617,-1003.7359443576368
10,679,-1003.8057807657418
11,828,-1003.1195409238319
12,869,-1002.7837123376728
13,917,-1003.5079280534009
14,1008,-1003.6354263695599
15,1045,-1003.0639676582535
16,1108,-1004.1567085772523
17,1231,-1003.7654676722256
18,1312,-1004.7460415091808
19,1407,-1003.7139357040087
20,1479,-1003.4411009991265
21,1563,-1003.6004978643458
22,1605,-1003.5094600200854
23,1667,-1003.5873599765386
24,1780,-1003.7692897726199
25,1840,-1003.8516371751888
26,1877,-1003.3353199862722
27,1961,-1003.4304693205909
28,2046,-1003.6162947134826
29,2103,-1003.8368743751698
30,2119,-1001.8053224438798
31,2129,-1001.1873565862015
32,2184,-1004.357653784034
33,2216,-1003.2705647803924
34,2241,-1002.6189500199761
35,2304,-1003.3518082111009
36,2446,-1003.7897198210793
37,2499,-1003.7655434186296
38,2544,-1003.3980775503134
39,2619,-1004.1518536299727
40,2701,-1003.2280346138286
41,2789,-1003.725682498113
42,2860,-1003.7772107151147
43,2990,-1003.8914873841499
44,3065,-1003.5802170507059
45,3140,-1004.0958287571884
46,3177,-1003.7279072456714
47,3231,-1003.6738788435541
48,3337,-1004.1822873349925
49,3408,-1003.4172114180631
50,3477,-1003.79350383531
51,3589,-1003.8421096180822
52,3696,-1003.5280479578452
53,3755,-1003.8284414082832
54,3943,-1003.5355063604853
55,4024,-1004.1860971080981
56,4099,-1003.5270560157857
57,4144,-1003.6086216377298
58,4204,-1004.4884515329651
59,4246,-1003.6054014015327
60,4293,-1003.8255727811925
61,4378,-1003.9373394845178
62,4431,-1004.0753512906471
63,4532,-1004.4007977408488
64,4598,-1004.0832218589484
65,4690,-1004.205804702626
66,4764,-1004.4033082027482
67,4912,-1003.7529449595497
68,5006,-1003.564654803695
69,5013,-1000.8356499800948
70,5130,-1003.5066827411727
71,5184,-1004.1095990510414
72,5257,-1004.7232306992736
73,5294,-1003.3307271870278
74,5369,-1003.9310042427076
75,5423,-1003.6566193969741
76,5618,-1003.9144604312925
77,5767,-1003.6068956452498
78,5854,-1003.8791268729734
79,6211,-1003.9526648303203
80,6520,-1004.0357444072998
81,6658,-1004.0418253661492
82,6728,-1004.6715667689328
83,6831,-1003.6913305154736
84,6850,-1002.1913415466071
85,6909,-1004.5319175990605
86,6965,-1003.7194604543156
87,7012,-1003.8227469964586
88,7207,-1003.6762626184978
89,7221,-1001.589288225721
