episode,timestep,reward
14,1000,-1032.7861
28,2000,-1029.2053
46,3000,-1030.4107
63,4000,-1028.1781
77,5000,-1030.912
91,6000,-1031.1651
108,7000,-1030.6601
124,8000,-1031.9257
133,9000,-1032.9405
148,10000,-1030.3478
155,11000,-1034.0691
168,12000,-1032.1569
182,13000,-1034.9691
193,14000,-1031.3258
204,15000,-1033.193
222,16000,-1031.0152
233,17000,-1034.6916
249,18000,-1033.2348
257,19000,-1035.798
267,20000,-1034.416
281,21000,-1032.2591
295,22000,-1034.7801
300,23000,-828.6233
307,24000,-886.0768
320,25000,-1033.8512
325,26000,-827.0297
331,27000,-863.0238
338,28000,-1033.2977
348,29000,-1036.4086
359,30000,-939.9774
366,31000,-1036.9318
376,32000,-932.8736
383,33000,-889.3136
391,34000,-1034.5281
398,35000,-888.4573
405,36000,-1039.18
413,37000,-908.3081
425,38000,-1036.2295
432,39000,-740.6761
439,40000,-1050.0645
445,41000,-878.199
450,42000,-1066.5822
456,43000,-873.0812
462,44000,-899.8369
467,45000,-824.8811
471,46000,-542.5278
477,47000,-1052.709
482,48000,-856.1443
484,49000,-540.3583
488,50000,-557.5859
492,51000,-808.1029
495,52000,-734.0327
498,53000,-372.5839
500,54000,-12.2315
502,55000,-10.6093
506,56000,-784.6846
508,57000,-16.5424
510,58000,-17.1257
514,59000,-544.6364
516,60000,-538.6592
518,61000,-4.0948
520,62000,-11.6022
522,63000,-4.7096
525,64000,-719.6694
528,65000,-359.0299
530,66000,-0.9139
534,67000,-796.2607
537,68000,-361.8534
540,69000,-343.104
542,70000,-8.0668
546,71000,-798.5161
548,72000,-555.4453
550,73000,-8.0655
552,74000,-5.6116
555,75000,-371.4916
557,76000,-5.4296
560,77000,-378.4973
562,78000,-555.0354
564,79000,-3.5359
566,80000,-5.1634
568,81000,-4.9506
570,82000,-12.1065
572,83000,-12.0058
575,84000,-340.2365
578,85000,-374.5183
580,86000,-10.6726
583,87000,-356.8877
587,88000,-802.7377
589,89000,-13.3329
592,90000,-375.3821
595,91000,-723.6388
597,92000,-19.2342
599,93000,-10.3556
601,94000,-2.894
604,95000,-358.9823
606,96000,-6.6606
609,97000,-718.9696
613,98000,-528.5622
615,99000,-3.3319
618,100000,-709.0867
620,101000,-8.2494
623,102000,-368.3629
625,103000,-3.7254
628,104000,-358.125
630,105000,-9.5932
632,106000,-12.6234
634,107000,-5.0759
636,108000,-530.6425
639,109000,-367.5362
641,110000,-3.4468
644,111000,-724.2112
646,112000,-8.3348
648,113000,-6.4079
650,114000,-13.7135
652,115000,-540.8513
654,116000,-8.8893
657,117000,-368.6808
659,118000,-4.7794
662,119000,-369.0002
664,120000,-15.4941
666,121000,-7.4368
668,122000,-7.787
670,123000,-3.558
673,124000,-732.9229
675,125000,-7.1382
679,126000,-827.0374
681,127000,-3.1275
683,128000,-556.9228
685,129000,-26.3498
687,130000,-4.7633
689,131000,-3.8883
692,132000,-727.7727
694,133000,-2.2487
696,134000,-18.1019
698,135000,-8.5024
700,136000,-1.1893
702,137000,-1.1896
704,138000,-6.17
707,139000,-361.1211
709,140000,-1.8748
711,141000,-543.9498
714,142000,-367.2887
717,143000,-379.5645
719,144000,-537.2842
721,145000,-18.5278
723,146000,-12.1531
725,147000,-18.6826
727,148000,-25.0257
730,149000,-356.9324
732,150000,-17.2543
734,151000,-34.8092
736,152000,-22.4315
738,153000,-1.5765
740,154000,-6.0277
744,155000,-553.8036
746,156000,-7.0047
748,157000,-572.4825
751,158000,-371.6581
754,159000,-375.0543
756,160000,-3.8061
758,161000,-563.7473
762,162000,-553.0998
765,163000,-371.9201
767,164000,-3.9063
770,165000,-734.7255
772,166000,-5.5908
775,167000,-741.509
777,168000,-14.4194
780,169000,-376.9768
782,170000,-30.4188
784,171000,-25.3039
786,172000,-9.5377
788,173000,-0.9946
790,174000,-4.1131
792,175000,-13.6975
794,176000,-6.3333
796,177000,-1.4291
798,178000,-15.3044
800,179000,-10.5454
802,180000,-11.1842
804,181000,-543.1819
806,182000,-9.6974
808,183000,-24.348
810,184000,-2.9957
812,185000,-0.8826
814,186000,-24.4744
816,187000,-3.3897
820,188000,-554.2601
822,189000,-3.3069
824,190000,-3.2179
826,191000,-22.4395
828,192000,-559.1652
830,193000,-19.5275
833,194000,-367.3337
835,195000,-17.4712
837,196000,-18.5654
839,197000,-12.365
841,198000,-3.1146
843,199000,-6.3421
845,200000,-13.1195
