episode,timestep,reward
7,1000,-1041.2806
11,2000,-789.6229
15,3000,-799.3154
17,4000,-1055.1761
19,5000,-38.2722
23,6000,-799.4773
27,7000,-1061.5944
30,8000,-714.8437
35,9000,-640.7687
38,10000,-717.7957
43,11000,-853.5624
46,12000,-717.4003
48,13000,-558.4705
51,14000,-353.0023
53,15000,-540.1623
55,16000,-522.4822
58,17000,-358.1188
61,18000,-719.3493
63,19000,-533.4757
65,20000,-10.8567
70,21000,-869.1594
72,22000,-555.4178
75,23000,-348.797
78,24000,-703.4525
81,25000,-723.2477
84,26000,-395.7863
86,27000,-37.6693
89,28000,-368.5946
92,29000,-720.161
94,30000,-1071.3972
97,31000,-378.7671
99,32000,-539.083
101,33000,-31.6578
104,34000,-368.1326
106,35000,-21.6662
110,36000,-823.1502
113,37000,-369.7219
115,38000,-21.4621
118,39000,-352.8611
120,40000,-16.9217
122,41000,-17.601
124,42000,-15.661
126,43000,-23.8592
128,44000,-23.0171
130,45000,-16.1106
132,46000,-34.4571
134,47000,-29.9453
136,48000,-23.1611
138,49000,-17.5389
140,50000,-558.4536
142,51000,-11.1202
144,52000,-8.9956
146,53000,-6.7866
148,54000,-13.5506
150,55000,-10.3207
153,56000,-364.457
155,57000,-7.8022
157,58000,-12.4008
160,59000,-375.0703
162,60000,-11.0333
164,61000,-547.7041
166,62000,-3.3379
168,63000,-4.1092
170,64000,-10.3253
173,65000,-372.7441
175,66000,-7.1081
177,67000,-23.291
179,68000,-3.1766
181,69000,-7.8798
183,70000,-11.5279
186,71000,-362.1158
188,72000,-6.6083
190,73000,-541.0049
192,74000,-2.6004
194,75000,-20.8619
196,76000,-561.4441
198,77000,-3.9951
200,78000,-20.7845
202,79000,-22.3971
204,80000,-25.2128
206,81000,-10.8566
208,82000,-15.072
210,83000,-35.7611
212,84000,-27.6078
214,85000,-7.2989
216,86000,-11.5694
219,87000,-370.6362
221,88000,-5.0796
223,89000,-6.4879
225,90000,-15.487
227,91000,-24.9767
229,92000,-26.911
231,93000,-21.4036
233,94000,-17.0866
235,95000,-16.7217
237,96000,-10.7528
239,97000,-10.0004
241,98000,-16.2927
243,99000,-17.7139
245,100000,-13.3109
247,101000,-6.8328
250,102000,-369.1411
252,103000,-552.6628
255,104000,-372.2574
257,105000,-20.5902
259,106000,-7.7981
261,107000,-14.1258
263,108000,-24.2541
265,109000,-553.878
267,110000,-10.8012
269,111000,-4.8387
271,112000,-4.3669
273,113000,-7.2703
276,114000,-367.9941
278,115000,-4.448
282,116000,-786.4927
284,117000,-9.0741
286,118000,-21.6807
288,119000,-17.5551
291,120000,-356.9992
293,121000,-19.1075
295,122000,-5.3432
297,123000,-2.5333
300,124000,-369.4119
302,125000,-31.4674
304,126000,-14.3532
306,127000,-4.6263
308,128000,-4.166
310,129000,-7.2102
312,130000,-30.9913
314,131000,-2.2495
316,132000,-5.0858
318,133000,-9.7044
320,134000,-16.4677
322,135000,-9.285
324,136000,-1.947
326,137000,-7.1967
328,138000,-7.7134
330,139000,-13.3283
332,140000,-10.4872
334,141000,-5.0845
336,142000,-11.0386
339,143000,-698.2176
344,144000,-841.3025
346,145000,-7.2435
348,146000,-15.4736
350,147000,-11.8319
352,148000,-22.1539
354,149000,-3.0522
356,150000,-7.9478
358,151000,-13.1895
361,152000,-372.3028
363,153000,-18.7515
365,154000,-535.9572
368,155000,-363.9017
370,156000,-5.3036
372,157000,-2.5677
374,158000,-11.4882
376,159000,-2.5817
378,160000,-25.6322
380,161000,-9.1144
383,162000,-361.8949
385,163000,-2.325
387,164000,-11.549
389,165000,-3.8951
391,166000,-4.8691
393,167000,-12.644
395,168000,-6.1865
397,169000,-15.6141
399,170000,-14.2478
401,171000,-538.4641
403,172000,-15.2803
406,173000,-360.3967
408,174000,-2.665
410,175000,-3.0177
412,176000,-6.9344
414,177000,-23.2526
416,178000,-12.9556
418,179000,-18.0845
420,180000,-21.9498
422,181000,-1.2675
424,182000,-0.8621
426,183000,-3.6697
428,184000,-11.954
430,185000,-12.7854
432,186000,-6.8808
434,187000,-6.5333
436,188000,-15.4332
438,189000,-19.346
440,190000,-12.3042
442,191000,-6.1947
445,192000,-356.6402
447,193000,-31.291
449,194000,-20.5483
451,195000,-2.0307
454,196000,-374.3043
456,197000,-19.0942
458,198000,-21.031
460,199000,-2.568
462,200000,-13.3868
