episode,timestep,reward
13,1000,-1028.9509
27,2000,-1033.5801
43,3000,-1030.617
55,4000,-1034.7517
69,5000,-1033.9404
79,6000,-1035.1906
85,7000,-1034.8638
99,8000,-1033.4354
112,9000,-1036.7044
114,10000,-521.1707
119,11000,-631.6311
124,12000,-833.0605
128,13000,-792.9918
130,14000,-5.8281
135,15000,-833.6094
139,16000,-525.5253
142,17000,-358.696
149,18000,-1054.438
151,19000,-9.6817
153,20000,-540.2088
158,21000,-644.1951
162,22000,-536.2254
164,23000,-1052.9583
168,24000,-538.2454
171,25000,-720.5718
173,26000,-535.9247
175,27000,-15.1726
179,28000,-800.6942
182,29000,-721.7387
184,30000,-543.0992
187,31000,-368.9232
189,32000,-11.5912
191,33000,-22.6087
194,34000,-377.938
196,35000,-537.2333
199,36000,-359.9981
201,37000,-10.9784
203,38000,-12.9979
205,39000,-5.3732
207,40000,-12.7993
209,41000,-12.2906
211,42000,-11.2369
213,43000,-5.785
215,44000,-12.2308
217,45000,-4.3716
219,46000,-7.3293
221,47000,-6.6697
223,48000,-8.3949
225,49000,-16.6292
227,50000,-15.587
229,51000,-6.0052
231,52000,-8.9824
233,53000,-2.3408
235,54000,-12.2453
237,55000,-550.1622
239,56000,-2.2404
241,57000,-17.3114
243,58000,-6.2174
245,59000,-4.4853
247,60000,-12.3643
251,61000,-550.2225
253,62000,-17.8932
255,63000,-9.7315
257,64000,-14.541
259,65000,-17.5874
261,66000,-27.7963
263,67000,-11.2577
265,68000,-18.1956
267,69000,-4.4013
269,70000,-31.5771
271,71000,-1.8833
273,72000,-21.0707
275,73000,-10.7569
277,74000,-11.2765
279,75000,-8.2684
281,76000,-3.5461
283,77000,-549.5963
285,78000,-27.7228
287,79000,-19.323
289,80000,-20.5412
291,81000,-4.9079
293,82000,-10.7051
295,83000,-5.8753
297,84000,-5.7402
299,85000,-11.743
302,86000,-370.515
304,87000,-12.6829
306,88000,-9.7538
308,89000,-544.2417
310,90000,-7.3214
312,91000,-6.6975
314,92000,-3.7423
316,93000,-1.7896
318,94000,-2.0964
320,95000,-9.145
322,96000,-13.7316
324,97000,-17.2403
326,98000,-15.2144
328,99000,-9.0437
330,100000,-28.0134
332,101000,-6.3948
334,102000,-19.6079
336,103000,-11.4473
338,104000,-8.9394
340,105000,-13.5546
342,106000,-19.5353
344,107000,-9.9945
346,108000,-6.5637
348,109000,-26.7671
350,110000,-18.3991
352,111000,-5.4765
354,112000,-10.5409
356,113000,-10.4656
358,114000,-7.604
361,115000,-366.1729
363,116000,-10.8234
365,117000,-22.5451
367,118000,-11.2085
369,119000,-10.8351
371,120000,-10.2766
373,121000,-12.459
375,122000,-11.7713
377,123000,-11.5668
379,124000,-14.1231
381,125000,-10.8336
383,126000,-17.8747
385,127000,-18.599
387,128000,-25.0914
389,129000,-11.7032
391,130000,-21.9432
393,131000,-17.0856
395,132000,-15.0656
397,133000,-16.3156
399,134000,-11.8274
401,135000,-12.1417
403,136000,-15.7538
405,137000,-13.5485
409,138000,-526.3495
411,139000,-539.5162
413,140000,-17.3214
415,141000,-20.431
417,142000,-23.4338
419,143000,-13.4169
421,144000,-13.7388
424,145000,-357.7035
426,146000,-15.4102
428,147000,-19.4269
430,148000,-16.9884
432,149000,-17.3404
434,150000,-26.3235
436,151000,-14.1074
438,152000,-12.957
440,153000,-20.101
442,154000,-14.2168
446,155000,-531.3624
449,156000,-358.2218
451,157000,-15.9204
453,158000,-14.0385
455,159000,-16.1747
457,160000,-13.2893
459,161000,-16.4058
461,162000,-10.1887
463,163000,-19.6622
465,164000,-17.6783
467,165000,-11.7079
469,166000,-15.0894
471,167000,-17.5662
473,168000,-11.4041
475,169000,-20.3544
477,170000,-11.0126
479,171000,-12.2006
481,172000,-11.3761
483,173000,-10.3662
485,174000,-16.7295
487,175000,-9.1258
489,176000,-9.6155
491,177000,-14.7067
493,178000,-18.4542
495,179000,-16.2229
497,180000,-9.3648
499,181000,-8.7219
501,182000,-13.9919
503,183000,-18.5298
505,184000,-9.19
507,185000,-19.576
509,186000,-8.1819
511,187000,-15.9038
513,188000,-17.8173
515,189000,-7.3116
517,190000,-9.6309
519,191000,-5.664
521,192000,-5.6393
523,193000,-11.8536
525,194000,-16.6409
527,195000,-13.6903
529,196000,-7.2952
531,197000,-6.4045
533,198000,-14.0503
535,199000,-6.5382
537,200000,-16.2454
