episode,timestep,reward
7,1000,-1005.154
11,2000,-755.2012
17,3000,-1007.6212
20,4000,-1006.5444
25,5000,-806.4499
28,6000,-673.2905
31,7000,-1008.1086
35,8000,-506.4666
39,9000,-1009.2526
42,10000,-674.1715
44,11000,-507.4629
47,12000,-340.2349
49,13000,-2.2896
51,14000,-4.8777
53,15000,-505.9207
55,16000,-1.4123
57,17000,-504.0206
60,18000,-337.6086
62,19000,-504.7191
64,20000,-5.2372
66,21000,-1.6041
69,22000,-674.4681
72,23000,-673.5938
74,24000,-505.43
77,25000,-337.2587
79,26000,-504.415
82,27000,-673.9515
85,28000,-341.0236
89,29000,-756.4968
91,30000,-2.2122
93,31000,-505.799
95,32000,-2.3134
99,33000,-504.0141
101,34000,-503.9469
105,35000,-756.2841
108,36000,-337.2818
110,37000,-507.6272
113,38000,-337.1198
115,39000,-506.1295
118,40000,-674.0077
120,41000,-4.4746
122,42000,-2.6375
124,43000,-1.9128
126,44000,-505.1703
129,45000,-337.8929
132,46000,-338.6613
134,47000,-2.2114
136,48000,-2.8107
139,49000,-673.8492
141,50000,-1008.8702
143,51000,-1.3208
145,52000,-1.8313
147,53000,-1.1657
150,54000,-337.2715
153,55000,-671.5594
155,56000,-1.4102
157,57000,-1.8313
160,58000,-338.9315
162,59000,-1.3515
164,60000,-4.6123
166,61000,-2.184
168,62000,-2.2459
170,63000,-1.8124
173,64000,-338.3912
175,65000,-1.8167
177,66000,-2.4418
179,67000,-1.6482
181,68000,-1.7385
183,69000,-504.1753
186,70000,-336.8594
188,71000,-1.8634
190,72000,-505.2314
193,73000,-336.6629
196,74000,-673.0691
198,75000,-0.9947
203,76000,-606.5412
205,77000,-1.6455
207,78000,-1.7277
210,79000,-673.0244
213,80000,-337.3613
215,81000,-1.1085
217,82000,-1.0638
220,83000,-672.5617
222,84000,-1.256
224,85000,-2.1566
226,86000,-504.7395
230,87000,-757.4557
233,88000,-336.2014
235,89000,-1.0171
237,90000,-1.0147
239,91000,-1.2666
242,92000,-672.4188
245,93000,-336.9832
247,94000,-1.2411
249,95000,-1.5075
252,96000,-673.5987
254,97000,-505.4853
256,98000,-2.277
258,99000,-1.5408
260,100000,-1.4387
262,101000,-2.65
264,102000,-2.2672
266,103000,-2.8312
268,104000,-2.2319
270,105000,-2.1543
272,106000,-2.4474
275,107000,-337.7589
277,108000,-1.6602
279,109000,-1.6182
282,110000,-673.2082
284,111000,-1.8528
286,112000,-2.4207
288,113000,-2.1088
290,114000,-1.7073
292,115000,-2.0039
294,116000,-1.5836
296,117000,-1.9047
299,118000,-337.2968
302,119000,-672.3167
304,120000,-1.8347
306,121000,-1.6937
308,122000,-1.76
311,123000,-337.2968
313,124000,-505.0927
315,125000,-1.5025
317,126000,-1.9804
320,127000,-336.8484
322,128000,-1.6595
324,129000,-1.7217
326,130000,-1.4867
328,131000,-1.7033
330,132000,-1.4722
332,133000,-1.9008
334,134000,-1.5365
336,135000,-2.9496
338,136000,-2.4057
340,137000,-504.8835
344,138000,-1008.2066
346,139000,-1.691
348,140000,-2.0106
350,141000,-2.4155
352,142000,-2.5646
354,143000,-1.9071
356,144000,-2.2046
358,145000,-2.4907
360,146000,-506.9824
363,147000,-337.6782
366,148000,-337.7127
368,149000,-505.8541
370,150000,-1.8269
372,151000,-1.7515
374,152000,-1.9249
376,153000,-1.4634
378,154000,-3.0673
380,155000,-2.5581
383,156000,-338.5559
385,157000,-2.0472
387,158000,-2.5098
389,159000,-1.6903
391,160000,-1.6768
393,161000,-2.2427
395,162000,-1.2984
397,163000,-2.4454
399,164000,-1.9645
401,165000,-505.127
403,166000,-2.1077
406,167000,-337.9602
408,168000,-1.467
410,169000,-1.5211
412,170000,-1.564
414,171000,-2.3881
416,172000,-2.0243
418,173000,-2.4523
420,174000,-2.3205
422,175000,-1.2639
424,176000,-1.0943
426,177000,-1.5282
428,178000,-1.6556
430,179000,-1.9421
432,180000,-1.5804
434,181000,-1.6251
436,182000,-2.2352
438,183000,-2.8417
440,184000,-2.049
442,185000,-1.4926
444,186000,-1.3802
446,187000,-506.2609
448,188000,-3.3356
450,189000,-1.6873
452,190000,-1.6843
455,191000,-338.6659
457,192000,-3.1051
459,193000,-1.5827
461,194000,-1.3129
463,195000,-2.0347
465,196000,-2.2962
467,197000,-505.8066
469,198000,-1.4321
471,199000,-2.9002
473,200000,-1.7067
