episode,timestep,reward
19,1000,-1003.0381
41,2000,-1002.977
55,3000,-1003.8612
66,4000,-1004.3338
82,5000,-1003.4892
95,6000,-1004.3311
107,7000,-1003.1069
115,8000,-1005.7055
125,9000,-1005.6943
135,10000,-1004.7542
143,11000,-1004.7471
153,12000,-1005.0183
160,13000,-1005.496
167,14000,-1005.9018
174,15000,-1006.1175
184,16000,-1004.5399
190,17000,-1009.8624
193,18000,-1007.81
196,19000,-673.1961
199,20000,-673.4291
201,21000,-4.6772
204,22000,-338.439
206,23000,-505.6824
210,24000,-758.3132
212,25000,-2.2456
215,26000,-675.8996
218,27000,-336.8514
222,28000,-758.3054
226,29000,-1007.7284
228,30000,-4.1087
231,31000,-337.3448
233,32000,-3.0804
235,33000,-503.8174
237,34000,-502.9177
240,35000,-336.5445
242,36000,-1.9435
244,37000,-505.0733
248,38000,-503.2477
251,39000,-671.8559
254,40000,-673.7743
256,41000,-3.2918
258,42000,-2.926
260,43000,-505.5679
262,44000,-1.2255
265,45000,-336.3592
268,46000,-338.3456
270,47000,-505.7482
272,48000,-1.62
274,49000,-504.3837
276,50000,-2.5218
280,51000,-507.1763
282,52000,-1.4141
284,53000,-2.7317
286,54000,-2.4977
290,55000,-757.6003
292,56000,-505.5268
294,57000,-3.1426
296,58000,-2.0216
298,59000,-1.6174
301,60000,-336.9004
303,61000,-1.4324
306,62000,-674.3748
308,63000,-1.4121
310,64000,-504.6474
313,65000,-336.7274
315,66000,-1.1857
317,67000,-505.1918
319,68000,-504.3675
321,69000,-1.0845
324,70000,-338.1315
326,71000,-0.7702
329,72000,-339.4172
333,73000,-757.1298
335,74000,-503.9267
337,75000,-1.2979
340,76000,-338.1704
342,77000,-1.0731
345,78000,-335.4359
347,79000,-1.3079
349,80000,-1.9793
351,81000,-1.335
353,82000,-0.9986
355,83000,-0.9494
358,84000,-338.1553
360,85000,-1.3632
362,86000,-506.3854
364,87000,-1.3367
367,88000,-338.0451
369,89000,-2.2141
371,90000,-1.6584
373,91000,-4.1868
375,92000,-1.7344
377,93000,-506.1212
379,94000,-1.9942
382,95000,-337.0619
384,96000,-2.0669
386,97000,-1.5212
388,98000,-1.6536
390,99000,-1.3412
393,100000,-338.1024
396,101000,-338.4542
398,102000,-3.7502
400,103000,-505.8604
402,104000,-0.7501
405,105000,-336.7142
407,106000,-0.7146
410,107000,-672.5349
413,108000,-336.8723
415,109000,-1.0013
417,110000,-1.6793
419,111000,-1.218
421,112000,-504.3759
423,113000,-2.8047
425,114000,-1.2331
427,115000,-2.0205
429,116000,-1.984
431,117000,-1.3066
434,118000,-338.8123
437,119000,-336.9726
439,120000,-1.1403
441,121000,-2.0169
443,122000,-1.0875
445,123000,-504.9992
447,124000,-1.0638
449,125000,-504.0724
451,126000,-3.6652
453,127000,-1.4867
456,128000,-338.4907
458,129000,-3.2563
460,130000,-0.981
462,131000,-506.3406
464,132000,-1.2197
467,133000,-337.375
469,134000,-0.7986
471,135000,-0.9146
474,136000,-338.1224
476,137000,-1.0935
478,138000,-3.1225
480,139000,-2.9017
482,140000,-2.6961
484,141000,-2.1939
486,142000,-3.3117
488,143000,-2.0051
490,144000,-2.4902
492,145000,-0.7877
494,146000,-3.8982
496,147000,-1.099
498,148000,-0.8448
500,149000,-2.4252
502,150000,-3.0053
504,151000,-1.8568
506,152000,-3.5686
508,153000,-3.5559
510,154000,-2.748
512,155000,-1.3675
514,156000,-1.1628
516,157000,-1.1345
518,158000,-0.6123
520,159000,-0.6859
522,160000,-1.3246
524,161000,-0.783
526,162000,-2.8327
528,163000,-0.6586
530,164000,-505.6143
532,165000,-0.6943
534,166000,-3.5319
536,167000,-3.779
538,168000,-3.2638
540,169000,-0.7412
542,170000,-0.6204
545,171000,-339.2833
547,172000,-0.7194
549,173000,-4.2975
551,174000,-1.8998
553,175000,-1.8447
555,176000,-505.1929
557,177000,-0.6062
559,178000,-1.1979
561,179000,-2.3048
563,180000,-2.8635
566,181000,-338.3366
568,182000,-1.2677
570,183000,-1.8457
572,184000,-3.7532
574,185000,-1.2056
576,186000,-1.4866
578,187000,-1.9658
580,188000,-1.2517
582,189000,-2.6201
584,190000,-2.5376
586,191000,-0.6812
588,192000,-3.2167
590,193000,-1.0327
592,194000,-0.8086
594,195000,-1.4179
596,196000,-505.3585
598,197000,-0.8065
600,198000,-3.0243
602,199000,-1.426
604,200000,-1.3082
