episode,timestep,reward
16,1000,-1000.6731
29,2000,-1000.7288
38,3000,-1001.2471
48,4000,-1001.1333
56,5000,-1001.4091
63,6000,-1001.5023
66,7000,-1001.9083
72,8000,-1001.7027
78,9000,-1001.9649
82,10000,-1002.0078
90,11000,-1001.5952
95,12000,-1001.3763
99,13000,-501.0617
104,14000,-601.1316
109,15000,-1001.5481
117,16000,-1001.1168
125,17000,-1001.2335
127,18000,-501.2084
131,19000,-752.1224
133,20000,-501.3155
142,21000,-890.44
146,22000,-1001.8928
152,23000,-667.4414
154,24000,-501.1227
158,25000,-751.4674
160,26000,-0.7858
166,27000,-1001.7357
169,28000,-334.5963
172,29000,-334.0642
174,30000,-0.4769
177,31000,-668.4534
180,32000,-668.377
183,33000,-334.6305
188,34000,-801.8896
190,35000,-501.4966
192,36000,-0.9029
196,37000,-501.8143
198,38000,-1.4082
200,39000,-1.2167
202,40000,-501.4279
204,41000,-1.0235
207,42000,-334.1885
209,43000,-0.6186
212,44000,-667.5736
214,45000,-1.3067
217,46000,-334.4946
220,47000,-667.792
224,48000,-501.0988
227,49000,-667.8651
231,50000,-501.0554
233,51000,-1.2944
235,52000,-1.3105
237,53000,-0.7525
239,54000,-0.6989
242,55000,-667.4907
245,56000,-334.1385
247,57000,-0.9344
249,58000,-1.0389
253,59000,-500.6768
256,60000,-667.4742
259,61000,-667.4702
261,62000,-0.762
264,63000,-334.1177
267,64000,-334.2108
269,65000,-0.6377
272,66000,-667.6521
275,67000,-334.1501
278,68000,-1001.5646
281,69000,-668.0918
283,70000,-501.6794
285,71000,-0.9166
288,72000,-334.1808
290,73000,-0.9601
293,74000,-334.7205
295,75000,-0.9849
297,76000,-1.0137
301,77000,-1001.7602
303,78000,-0.6262
305,79000,-0.9585
307,80000,-0.7903
309,81000,-0.6198
311,82000,-0.539
313,83000,-0.3354
315,84000,-0.4995
317,85000,-0.4384
320,86000,-667.8742
322,87000,-0.4025
324,88000,-0.3553
326,89000,-0.5069
328,90000,-0.6698
330,91000,-0.3942
332,92000,-0.7739
335,93000,-334.2559
337,94000,-0.6412
339,95000,-0.4525
341,96000,-0.4021
343,97000,-0.358
345,98000,-500.6874
347,99000,-0.2972
350,100000,-333.8678
352,101000,-500.7607
354,102000,-0.4222
356,103000,-0.4851
358,104000,-0.2678
362,105000,-500.7015
365,106000,-333.9235
367,107000,-0.4843
369,108000,-500.9821
372,109000,-334.1578
374,110000,-500.9769
378,111000,-500.7571
380,112000,-0.4521
383,113000,-667.4826
387,114000,-751.2106
389,115000,-0.3436
391,116000,-0.2688
393,117000,-0.2891
396,118000,-667.5386
398,119000,-0.3423
400,120000,-0.1319
404,121000,-500.7677
406,122000,-500.9963
408,123000,-0.253
410,124000,-0.3509
412,125000,-0.215
414,126000,-0.1926
416,127000,-0.2118
418,128000,-0.1092
422,129000,-750.7639
424,130000,-0.2138
427,131000,-667.4281
430,132000,-333.7762
433,133000,-333.8331
435,134000,-500.7371
437,135000,-0.3298
440,136000,-333.8772
443,137000,-667.5225
445,138000,-0.1743
450,139000,-801.109
453,140000,-333.9989
455,141000,-0.6645
457,142000,-0.4266
459,143000,-0.3521
461,144000,-0.7927
463,145000,-0.2992
465,146000,-0.46
467,147000,-0.2643
469,148000,-500.8303
472,149000,-334.0817
475,150000,-667.8466
477,151000,-0.5828
480,152000,-667.741
482,153000,-0.1933
484,154000,-0.3117
486,155000,-0.34
489,156000,-667.6465
491,157000,-0.34
493,158000,-0.6728
495,159000,-0.4105
497,160000,-0.3431
499,161000,-0.2868
501,162000,-0.3123
503,163000,-0.3511
507,164000,-500.8855
509,165000,-0.1753
511,166000,-0.2786
513,167000,-0.4669
515,168000,-0.5402
517,169000,-0.51
519,170000,-0.518
521,171000,-0.6284
523,172000,-0.3441
525,173000,-0.5083
527,174000,-0.3752
529,175000,-500.9714
531,176000,-0.3904
533,177000,-0.4805
535,178000,-0.559
537,179000,-0.4389
540,180000,-334.2245
542,181000,-0.4474
544,182000,-0.4995
546,183000,-500.791
549,184000,-334.1037
551,185000,-0.4577
553,186000,-0.2921
555,187000,-0.5024
557,188000,-0.1927
559,189000,-0.3877
561,190000,-500.8727
565,191000,-500.8274
568,192000,-667.6797
572,193000,-751.0178
574,194000,-0.2529
576,195000,-500.7375
580,196000,-500.7706
582,197000,-0.3535
584,198000,-0.2181
586,199000,-0.3605
588,200000,-0.0653
